,name,brand,2G,3G,4G,5G,Announced,Status,Weight,Length,Width,Diameter,SIM,Display Type,Display Size,ppi,body ratio,OS,battery_capacity,Price,CPU,ratio,pixel,WLAN,Colors,Sensors,Bluetooth,GPU,Loudspeaker,3.5mm jack,Chipset,Network,Card slot,Storage,RAM
2122,lenovo a10 70 a7600,lenovo,True,True,False,False,2014.0,Discontinued,550.0,264.1,176.5,9.0,Micro-SIM,IPS LCD,10.1,149.0,63.5,Android 4.2.2,6340.0,190.0,4.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Black,Accelerometer,"4.0, A2DP",Mali-400MP2,True,True,Mediatek MT8382 (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),16GB,1GB
2123,lenovo a8 50 a5500,lenovo,True,True,False,False,2014.0,Discontinued,360.0,217.0,136.0,8.9,Micro-SIM,IPS LCD,8.0,189.0,62.9,Android 4.2.2,4200.0,140.0,4.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Black, White, Yellow, Red",Accelerometer,"4.0, A2DP",Mali-400MP2,False,True,Mediatek MT8382 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),8GB,1GB
2124,lenovo a7 50 a3500,lenovo,True,True,False,False,2014.0,Discontinued,320.0,198.0,121.2,9.9,Micro-SIM,IPS LCD,7.0,216.0,59.2,Android 4.2.2,3450.0,120.0,4.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Blue,"Accelerometer, proximity","4.0, A2DP",Mali-400MP2,True,True,Mediatek MT8382 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),8GB,1GB
2125,lenovo a7 30 a3300,lenovo,True,False,False,False,2014.0,Discontinued,327.0,198.0,119.8,10.5,Micro-SIM,IPS LCD,7.0,170.0,58.1,Android 4.2.2,3500.0,80.0,4.0,16:9,614400.0,"Wi-Fi 802.11 b/g/n, hotspot",Silver,Accelerometer,3.0,Mali-400MP2,True,True,Mediatek MT8382M (28 nm),GSM None,microSDXC (dedicated slot),8GB,1GB
2126,lenovo yoga tablet 10 hd+,lenovo,True,True,False,False,2014.0,Discontinued,615.0,261.0,180.0,8.1,Micro-SIM,IPS LCD,10.1,224.0,63.0,Android 4.3,9000.0,260.0,4.0,16:10,2304000.0,Wi-Fi 802.11 b/g/n,Gray,"Accelerometer, compass","4.0, A2DP",Adreno 305,False,True,Qualcomm MSM8228 Snapdragon 400 (28 nm) (3G)/ APQ8028 (Wi-Fi only),GSM / HSPA HSPA,microSDXC (dedicated slot),16GB,2GB
2127,lenovo s860,lenovo,True,True,False,False,2014.0,Discontinued,190.0,149.5,77.0,10.3,Micro-SIM,IPS LCD,5.3,277.0,67.3,Android 4.2,4000.0,250.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot",Titanium,"Accelerometer, proximity","3.0, A2DP",Mali-400MP2,True,True,Mediatek MT6582 (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,No,16GB,2GB
2128,lenovo s850,lenovo,True,True,False,False,2014.0,Discontinued,140.0,141.0,71.0,8.2,Micro-SIM,IPS LCD,5.0,294.0,68.8,Android 4.2,2000.0,200.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot","Pink, White","Accelerometer, proximity","3.0, A2DP",Mali-400MP2,True,True,Mediatek MT6582 (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,No,16GB,1GB
2129,lenovo s660,lenovo,True,True,False,False,2014.0,Discontinued,151.0,137.0,68.8,10.0,,IPS LCD,4.7,234.0,64.6,Android 4.2,3000.0,170.0,4.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, hotspot",Titanium,"Accelerometer, proximity","4.0, A2DP",Mali-400MP2,True,True,Mediatek MT6582M (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),8GB,1GB
2130,lenovo a880,lenovo,True,True,False,False,2014.0,Discontinued,196.0,164.0,85.4,9.3,,IPS LCD,6.0,184.0,70.9,Android 4.2.2,2500.0,130.0,4.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, White","Accelerometer, proximity","4.0, A2DP",Mali-400MP2,True,True,Mediatek MT6582M (28 nm),GSM / HSPA HSPA,microSDXC (dedicated slot),8GB,1GB
2131,lenovo a859,lenovo,True,True,False,False,2014.0,Discontinued,163.3,142.0,72.5,9.2,,IPS LCD,5.0,294.0,66.9,Android 4.2,2250.0,140.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot",Black/White,"Accelerometer, proximity","3.0, A2DP",Mali-400MP2,True,True,Mediatek MT6582 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),8GB,1GB
2132,lenovo s930,lenovo,True,True,False,False,2013.0,Discontinued,170.0,170.0,86.5,8.7,Mini-SIM,IPS LCD,6.0,245.0,67.5,Android 4.2.2,3000.0,220.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot",Silver,"Accelerometer, proximity, compass","3.0, A2DP",Mali-400MP2,False,True,Mediatek MT6582 (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),8GB,1GB
2133,lenovo s650,lenovo,True,True,False,False,2013.0,Discontinued,126.0,138.0,69.8,8.8,Mini-SIM,IPS LCD,4.7,234.0,63.2,Android 4.2,2000.0,270.0,4.0,16:9,518400.0,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","Silver, White","Accelerometer, proximity","3.0, A2DP",Mali-400MP2,True,True,Mediatek MT6582 (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),8GB,1GB
2134,lenovo vibe z k910,lenovo,True,True,True,False,2013.0,Discontinued,145.2,149.1,77.0,7.9,Micro-SIM,IPS LCD,5.5,401.0,72.6,Android 4.3,3000.0,480.0,4.0,16:9,2073600.0,"Wi-Fi 802.11 a/b/g/n/ac, dual band, hotspot","Silver, Titanium","Accelerometer, proximity, compass","4.0, A2DP",Adreno 330,True,True,Qualcomm Snapdragon 800 (28 nm),"GSM / HSPA / LTE HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",No,16GB,2GB
2135,lenovo yoga tablet 10,lenovo,True,True,False,False,2013.0,Discontinued,605.0,261.0,180.0,8.1,Micro-SIM,IPS LCD,10.1,149.0,63.0,Android 4.2,9000.0,220.0,4.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,Gray,"Accelerometer, compass","4.0, A2DP",PowerVR SGX544,False,True,Mediatek MT8125 (28 nm),GSM / HSPA HSPA,microSDXC (dedicated slot),16GB,1GB
2136,lenovo yoga tablet 8,lenovo,True,True,False,False,2013.0,Discontinued,401.0,213.0,144.0,7.3,Micro-SIM,IPS LCD,8.0,189.0,60.5,Android 4.2,6000.0,190.0,4.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,Gray,"Accelerometer, compass","4.0, A2DP",PowerVR SGX544,False,True,Mediatek MT8125 (28 nm),GSM / HSPA HSPA,microSDXC (dedicated slot),16GB,1GB
2137,lenovo a630,lenovo,True,True,False,False,2013.0,Discontinued,159.0,131.0,66.0,10.0,Mini-SIM,IPS LCD,4.5,218.0,64.5,Android 4.0.4,2500.0,80.0,2.0,16:9,409920.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,Accelerometer,"2.0, A2DP",PowerVR SGX531u,True,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,512MB
2138,lenovo a516,lenovo,True,True,False,False,2013.0,Discontinued,146.0,132.0,66.7,9.9,Mini-SIM,IPS LCD,4.5,218.0,63.4,Android 4.2.2,2000.0,110.0,2.0,16:9,409920.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, Pink, White","Accelerometer, proximity","4.0, A2DP",Mali-400,True,True,Mediatek MT6572 (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),4GB,512MB
2139,lenovo vibe x s960,lenovo,True,True,False,False,2013.0,Discontinued,121.0,144.0,74.0,6.9,Micro-SIM,IPS LCD,5.0,441.0,64.7,Android 4.2,2000.0,420.0,4.0,16:9,2073600.0,"Wi-Fi 802.11 b/g/n, hotspot",Black/Silver,"Accelerometer, gyro, proximity, compass","3.0, A2DP",PowerVR SGX544MP2,True,True,Mediatek MT6589T (28 nm),GSM / HSPA HSPA 21.1/5.76 Mbps,No,16GB,2GB
2140,lenovo s5000,lenovo,True,True,False,False,2013.0,Discontinued,244.9,190.5,116.8,7.6,Micro-SIM,IPS LCD,7.0,216.0,63.9,Android 4.2,3450.0,130.0,4.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,Silver Grey,Accelerometer,"4.0, A2DP",PowerVR SGX544,True,True,Mediatek MT8125 or MT8389,GSM / HSPA HSPA - 3G model,No,16GB,1GB
2141,lenovo a850,lenovo,True,True,False,False,2013.0,Discontinued,184.0,153.5,79.3,9.5,Mini-SIM,IPS LCD,5.5,200.0,68.5,Android 4.2.2,2250.0,150.0,4.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, White","Accelerometer, proximity","4.0, A2DP",Mali-400MP2,True,True,Mediatek MT6582M (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,1GB
2142,lenovo a706,lenovo,True,True,False,False,2013.0,Discontinued,130.0,136.0,69.0,10.4,Mini-SIM,IPS LCD,4.5,218.0,59.5,Android 4.1,2000.0,150.0,4.0,16:9,409920.0,"Wi-Fi 802.11 a/b/g/n, dual band","Black, White/Grey","Accelerometer, proximity",3.0,Adreno 203,True,True,Qualcomm MSM8225Q Snapdragon S4 Play,GSM / HSPA HSPA 7.2/5.76 Mbps,microSDHC (dedicated slot),4GB,1GB
2143,lenovo p780,lenovo,True,True,False,False,2013.0,Discontinued,176.0,143.0,73.0,10.0,,IPS LCD,5.0,294.0,66.0,Android 4.2,4000.0,190.0,4.0,16:9,921600.0,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",Black,"Accelerometer, proximity",3.0,PowerVR SGX544,True,True,Mediatek MT6589 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,1GB
2144,lenovo s820,lenovo,True,True,False,False,2013.0,Discontinued,143.0,139.5,69.7,9.0,,IPS LCD,4.7,312.0,62.6,Android 4.2,2000.0,230.0,4.0,16:9,921600.0,"Wi-Fi 802.11 a/b/g/n, dual band","Flamingo red, Charcoal Black, Pearl White","Accelerometer, proximity","3.0, A2DP",PowerVR SGX544,True,True,Mediatek MT6589 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,1GB
2145,lenovo a390,lenovo,True,True,False,False,2013.0,Discontinued,131.0,125.6,64.0,10.1,Mini-SIM,TFT,4.0,233.0,56.7,Android 4.0.4,1500.0,70.0,2.0,5:3,384000.0,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","Black, White","Accelerometer, proximity",3.0,PowerVR SGX531u,True,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,512MB
2146,lenovo a369i,lenovo,True,True,False,False,2013.0,Discontinued,120.0,124.0,64.0,11.7,Mini-SIM,TFT,4.0,233.0,57.4,Android 4.2.2,1500.0,70.0,2.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity",3.0,Mali-400,True,True,Mediatek MT6572 (28 nm),GSM / HSPA HSPA 7.2/5.76 Mbps,microSDHC (dedicated slot),4GB,512MB
2147,lenovo a269i,lenovo,True,True,False,False,2013.0,Discontinued,112.0,,,,Mini-SIM,TFT,3.5,165.0,,Android 2.3,1300.0,70.0,2.0,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity",2.0,Mali-400,True,True,Mediatek MT6572 (28 nm),GSM / HSPA HSPA 7.2/5.76 Mbps,microSDHC (dedicated slot),,
2148,lenovo s920,lenovo,True,True,False,False,2013.0,Discontinued,159.0,154.0,77.7,7.9,,IPS LCD,5.3,277.0,64.7,Android 4.2.1,2250.0,250.0,4.0,16:9,921600.0,"Wi-Fi 802.11 a/b/g/n, dual band","White, Blue","Accelerometer, proximity, compass","3.0, A2DP",PowerVR SGX544,True,True,Mediatek MT6589 (28 nm),GSM / HSPA HSPA 7.2/5.76 Mbps,microSDHC (dedicated slot),4GB,1GB
2149,lenovo ideatab s6000h,lenovo,True,True,False,False,2013.0,Discontinued,560.0,260.0,180.0,8.6,,IPS LCD,10.1,149.0,63.2,Android 4.2.2,6350.0,300.0,4.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, compass","4.0, A2DP",PowerVR SGX544,False,True,Mediatek MT8389,GSM / HSPA HSPA 42.2/11.5 Mbps,microSDXC (dedicated slot),32GB,1GB
2150,lenovo ideatab s6000f,lenovo,True,False,False,False,2013.0,Discontinued,560.0,260.0,180.0,8.6,,IPS LCD,10.1,149.0,63.2,Android 4.2.2,6350.0,220.0,4.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,Black,Accelerometer,"4.0, A2DP",PowerVR SGX544MP2,False,True,Mediatek MT8125 (28 nm),No cellular connectivity None,microSDXC (dedicated slot),16GB,1GB
2151,lenovo ideatab s6000l,lenovo,True,False,False,False,2013.0,Discontinued,560.0,260.0,180.0,8.6,,IPS LCD,10.1,149.0,63.2,Android 4.2.2,6350.0,190.0,4.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,Black,Accelerometer,"4.0, A2DP",PowerVR SGX544MP2,False,True,Mediatek MT8125 (28 nm),No cellular connectivity None,microSDXC (dedicated slot),16GB,1GB
2152,lenovo ideatab s6000,lenovo,True,False,False,False,2013.0,Discontinued,562.5,259.1,180.3,7.6,,IPS LCD,10.1,149.0,63.3,Android 4.2.2,6350.0,,4.0,16:10,1024000.0,Wi-Fi 802.11 b/g/n,Black,Accelerometer,"4.0, A2DP",PowerVR SGX544MP2,False,True,Mediatek MT8125 (28 nm),No cellular connectivity None,microSDXC (dedicated slot),16GB,1GB
2153,lenovo ideatab a3000,lenovo,True,True,False,False,2013.0,Discontinued,339.0,194.0,120.0,11.0,,IPS LCD,7.0,170.0,59.2,Android 4.1,3500.0,180.0,4.0,16:9,614400.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,Accelerometer,"4.0, A2DP",PowerVR SGX544,False,True,Mediatek MT8125 (28 nm),GSM / HSPA HSPA,microSDXC (dedicated slot),16GB,1GB
2154,lenovo ideatab a1000,lenovo,True,False,False,False,2013.0,Discontinued,340.0,199.0,121.0,10.7,,TFT,7.0,170.0,57.3,Android 4.1,3500.0,150.0,2.0,16:9,614400.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, White",Accelerometer,"4.0, A2DP",PowerVR SGX531u,False,True,Mediatek MT8317,No cellular connectivity None,microSDHC (dedicated slot),4GB,1GB
2155,lenovo k900,lenovo,True,True,False,False,2013.0,Discontinued,162.0,157.0,78.0,6.9,Micro-SIM,IPS LCD,5.5,401.0,68.1,Android 4.2,2500.0,360.0,2.0,16:9,2073600.0,"Wi-Fi 802.11 a/b/g/n, dual band, hotspot",Black/Gray,"Accelerometer, proximity, compass","3.0, A2DP",PowerVR SGX544MP2,True,True,Intel Atom Z2580,GSM / HSPA HSPA,No,16GB,2GB
2156,lenovo s890,lenovo,True,True,False,False,2013.0,Discontinued,176.0,143.0,74.2,9.3,Mini-SIM,IPS LCD,5.0,220.0,65.0,Android 4.1,2250.0,230.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, Blue, White","Accelerometer, proximity",Yes,PowerVR SGX531u,True,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,1GB
2157,lenovo ideatab a2107,lenovo,True,True,False,False,2013.0,Discontinued,400.0,195.1,125.0,11.9,Mini-SIM,TFT,7.0,170.0,56.5,Android 4.0.3,3550.0,150.0,,16:9,614400.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity",3.0,PowerVR SGX531,True,True,Mediatek MT6575 (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),16GB,1GB
2158,lenovo a830,lenovo,True,True,False,False,2013.0,Discontinued,165.4,147.0,73.0,9.4,Mini-SIM,IPS LCD,5.0,220.0,64.2,Android 4.2.1,2250.0,140.0,4.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, White","Accelerometer, proximity",Yes,PowerVR SGX544,True,True,Mediatek MT6589 (28 nm),GSM / HSPA HSPA,microSDXC (dedicated slot),4GB,1GB
2159,lenovo a820,lenovo,True,True,False,False,2013.0,Discontinued,151.0,135.0,68.2,9.9,Mini-SIM,IPS LCD,4.5,245.0,60.6,Android 4.1.2,2000.0,110.0,4.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity",Yes,PowerVR SGX544,True,True,Mediatek MT6589 (28 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,1GB
2160,lenovo a800,lenovo,True,True,False,False,2013.0,Discontinued,155.0,133.5,68.9,11.5,Mini-SIM,IPS LCD,4.5,218.0,60.7,Android 4.0.4,2000.0,120.0,2.0,16:9,409920.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, White","Accelerometer, proximity","4.0, A2DP, EDR",PowerVR SGX531,True,True,Mediatek MT6577T (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),,
2161,lenovo a789,lenovo,True,True,False,False,2012.0,Discontinued,154.8,126.6,65.4,13.2,Mini-SIM,TFT,4.0,233.0,55.0,Android 4.0.4,2000.0,150.0,2.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity",Yes,PowerVR SGX531u,True,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,512MB
2162,lenovo a690,lenovo,True,True,False,False,2013.0,Discontinued,134.0,124.0,65.0,11.0,Mini-SIM,TFT,4.0,233.0,56.5,Android 2.3.6,1500.0,90.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity",Yes,PowerVR SGX531,True,True,Mediatek MT6575 (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),,
2163,lenovo s720,lenovo,True,True,False,False,2013.0,Discontinued,140.0,132.3,68.3,9.9,Mini-SIM,IPS LCD,4.5,245.0,61.8,Android 4.0.4,2000.0,230.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, hotspot","Pink, White","Accelerometer, proximity","2.1, A2DP, EDR",PowerVR SGX531u,True,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,512MB
2164,lenovo p770,lenovo,True,True,False,False,2012.0,Discontinued,161.0,133.0,67.0,11.9,Mini-SIM,IPS LCD,4.5,245.0,62.6,Android 4.1,3500.0,140.0,2.0,16:9,518400.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity",Yes,PowerVR SGX531u,True,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA,"microSDHC (dedicated slot), 8 GB included",4GB,1GB
2165,lenovo a60+,lenovo,True,True,False,False,2012.0,Discontinued,135.0,115.8,60.8,11.9,Mini-SIM,TFT,3.5,165.0,51.8,Android 2.3.6,1500.0,70.0,,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity","2.0, A2DP, EDR",PowerVR SGX531,True,True,Mediatek MT6575 (40 nm),GSM / HSPA HSPA 7.2/5.76 Mbps,microSDHC (dedicated slot),,
2166,lenovo s560,lenovo,True,True,False,False,2012.0,Discontinued,155.0,125.0,63.0,12.3,Mini-SIM,IPS LCD,4.0,233.0,57.8,Android 4.0,2000.0,180.0,2.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot",Deep Blue,"Accelerometer, proximity, compass","3.0, A2DP, EDR",PowerVR SGX531u,False,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),4GB,512MB
2167,lenovo s880,lenovo,True,True,False,False,2012.0,Discontinued,196.0,142.0,78.0,9.9,Mini-SIM,TFT,5.0,187.0,64.2,Android 4.0,2250.0,280.0,,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, White","Accelerometer, proximity, compass","3.0, A2DP, EDR",PowerVR SGX531,True,True,Mediatek MT6575 (40 nm),GSM / HSPA HSPA 7.2/5.76 Mbps,microSDHC (dedicated slot),4GB,512MB
2168,lenovo a660,lenovo,True,True,False,False,2012.0,Discontinued,138.0,125.0,65.0,10.5,Mini-SIM,IPS LCD,4.0,233.0,56.1,Android 4.0.4,1500.0,190.0,2.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, Orange","Accelerometer, proximity",Yes,PowerVR SGX531u,True,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA,"microSDHC (dedicated slot), 8 GB included",4GB,512MB
2169,lenovo k860,lenovo,True,True,False,False,2012.0,Discontinued,193.5,143.5,74.4,9.6,Mini-SIM,IPS LCD,5.0,294.0,64.6,Android 4.0.4,2250.0,290.0,4.0,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot","Black, Red","Accelerometer, proximity, compass",Yes,Mali-400MP4,True,True,Exynos 4412 Quad (32 nm),GSM / HSPA HSPA,microSDHC (dedicated slot),8GB,1GB
2170,lenovo p700i,lenovo,True,True,False,False,2012.0,Discontinued,162.0,125.6,64.6,12.8,Mini-SIM,IPS LCD,4.0,233.0,56.1,Android 4.0.4,2500.0,140.0,2.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot","Dark Blue, White","Accelerometer, proximity, compass","3.0, A2DP, EDR",PowerVR SGX531u,True,True,Mediatek MT6577 (40 nm),GSM / HSPA HSPA 7.2/5.76 Mbps,"microSDHC (dedicated slot), 2 GB included",,
2171,lenovo a65,lenovo,True,True,False,False,2012.0,Discontinued,,116.0,59.9,12.6,Mini-SIM,"TFT, 256K colors",3.5,165.0,52.5,Android 2.3.5,1500.0,90.0,,3:2,153600.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,Accelerometer,Yes,PowerVR SGX531,True,True,Mediatek MT6573 (65 nm),GSM / HSPA HSPA,"microSDHC (dedicated slot), 4 GB included",,
2172,lenovo a335,lenovo,True,False,False,False,2012.0,Discontinued,102.0,118.5,51.3,13.5,Mini-SIM,"TFT, 256K colors",2.6,154.0,34.4,,1700.0,40.0,,4:3,76800.0,No,"Black, White",,"2.0, A2DP",No,True,True,Mediatek MT6253,GSM None,microSDHC (dedicated slot),,
2173,lenovo a185,lenovo,True,False,False,False,2011.0,Discontinued,93.0,118.0,49.8,15.8,Mini-SIM,"TFT, 256K colors",2.4,167.0,30.4,,1800.0,40.0,,4:3,76800.0,No,Black,,"2.0, A2DP",,True,True,Mediatek MT6252,GSM None,microSDHC (dedicated slot),,
2174,lenovo s800,lenovo,True,False,False,False,2011.0,Discontinued,124.0,120.5,48.5,13.0,Mini-SIM,"Transparent, monochrome",2.4,167.0,30.5,,650.0,160.0,,4:3,76800.0,No,"Black, White",Accelerometer,"2.0, A2DP",No,True,False,Mediatek MT6253,GSM None,microSDHC (dedicated slot),,
2175,lenovo q350,lenovo,True,False,False,False,2011.0,Discontinued,100.0,110.0,59.0,12.5,Mini-SIM,"TFT, 65K colors",2.3,174.0,25.2,,1100.0,60.0,,4:3,76800.0,Wi-Fi 802.11 b/g,Red,,"2.0, A2DP",,True,True,Mediatek MT6235,GSM None,microSDHC (dedicated slot),,
2176,lenovo q330,lenovo,True,False,False,False,2011.0,Discontinued,87.0,103.0,58.0,13.5,Mini-SIM,"TFT, 65K colors",2.3,174.0,27.4,,1000.0,30.0,,4:3,76800.0,No,"Black, White",,"2.0, A2DP",No,True,False,Mediatek MT6253,GSM None,microSDHC (dedicated slot),,
2177,lenovo a336,lenovo,True,False,False,False,2011.0,Discontinued,92.0,113.5,49.0,13.1,Mini-SIM,"TFT, 256K colors",2.4,167.0,32.1,,1400.0,40.0,,4:3,76800.0,No,"Orange, Green",,"2.0, A2DP",No,True,True,Mediatek MT6253DV,GSM None,microSDHC (dedicated slot),,
2178,lenovo e156,lenovo,True,False,False,False,2011.0,Discontinued,70.2,101.0,44.3,14.4,Mini-SIM,"TFT, 65K colors",1.5,121.0,16.2,,650.0,30.0,,1:1,16384.0,No,"Black, Red",,No,,True,False,Mediatek MT6223D,GSM None,microSDHC (dedicated slot),,
2179,lenovo lephone s2,lenovo,True,True,False,False,2012.0,Discontinued,120.0,122.0,60.0,10.9,Mini-SIM,LCD,3.8,246.0,56.1,Android 2.3.4,1500.0,370.0,2.0,5:3,384000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity, compass","2.1, A2DP, EDR",,True,True,,GSM / HSPA HSPA,No,8GB,512MB
2180,lenovo a60,lenovo,True,True,False,False,2011.0,Discontinued,135.0,116.0,59.9,12.6,Mini-SIM,"TFT, 256K colors",3.5,165.0,52.5,Android 2.3.5,1500.0,120.0,,3:2,153600.0,"Wi-Fi 802.11 b/g, hotspot",Gray,"Accelerometer, proximity, compass","2.1, A2DP",PowerVR SGX531,True,True,Mediatek MT6573 (65 nm),GSM / HSPA HSPA 7.2/5.76 Mbps,"microSDHC (dedicated slot), 2 GB included",,
2181,lenovo k800,lenovo,True,True,False,False,2012.0,Discontinued,161.0,130.5,71.2,11.0,Mini-SIM,IPS LCD,4.5,326.0,60.1,Android 2.3.7,1900.0,190.0,,16:9,921600.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, proximity, compass","2.1, A2DP, EDR",PowerVR SGX540,True,True,Intel Atom Z2460,GSM / HSPA HSPA 21.1/5.76 Mbps,microSDHC (dedicated slot),16GB,1GB
2182,lenovo ideapad s2,lenovo,True,True,False,False,2012.0,Discontinued,580.0,,,,Mini-SIM,LED-backlit IPS LCD,10.0,151.0,,Android 4.0,1350.0,,2.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black,"Accelerometer, gyro, compass","2.1, A2DP, EDR",Adreno 225,False,True,Qualcomm MSM8960 Snapdragon S4 Plus,GSM / HSPA HSPA,microSDHC (dedicated slot),32GB,1GB
2183,lenovo lepad s2010,lenovo,True,True,False,False,2011.0,Discontinued,670.0,265.9,183.4,9.9,,IPS LCD,10.1,149.0,60.7,Android 2.3,7560.0,,2.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black/Orange,"Accelerometer, compass","2.1, A2DP, EDR",Adreno 220,True,True,Qualcomm Snapdragon,"HSPA / EVDO EV-DO Rev.A 3.1 Mbps, HSPA",microSDHC (dedicated slot),16GB,1GB
2184,lenovo lepad s2007,lenovo,True,True,False,False,2011.0,Discontinued,357.0,200.2,127.6,9.7,,IPS LCD,7.0,216.0,55.6,Android 2.3,3780.0,,2.0,16:10,1024000.0,"Wi-Fi 802.11 b/g/n, hotspot",Black/Orange,"Accelerometer, compass","2.1, A2DP, EDR",Adreno 220,True,True,Qualcomm Snapdragon,"HSPA / EVDO EV-DO Rev.A 3.1 Mbps, HSPA",microSDHC (dedicated slot),16GB,1GB
